o:id,o:resource_template,o:resource_class,o:owner,o:is_public,dcterms:title,dcterms:creator,dcterms:description,dcterms:date,dcterms:type,dcterms:identifier,dcterms:language,dcterms:rights,dcterms:alternative,dcterms:isReplacedBy,dcterms:replaces,dcterms:isPartOf,dcterms:isReferencedBy,dcterms:rightsHolder,bibo:authorList,bibo:cites,bibo:identifier,bibo:issn,bibo:pageEnd,bibo:pageStart,bibo:shortDescription,bibo:shortTitle,bibo:volume,foaf:gender,foaf:membershipClass,cidoc-crm:P7_took_place_at,cidoc-crm:P104_is_subject_to,cidoc-crm:P4_has_time-span,cidoc-crm:P53_has_former_or_current_location,cidoc-crm:P48_has_preferred_identifier,cidoc-crm:P108_has_produced,cidoc-crm:P152_has_parent,cidoc-crm:P107_has_current_or_former_member,cidoc-crm:P143_joined,cidoc-crm:P75_possesses,cidoc-crm:P14_carried_out_by,cidoc-crm:P12_occurred_in_the_presence_of,cidoc-crm:P104i_applies_to,cidoc-crm:P30_transferred_custody_of,cidoc-crm:P11_had_participant,cidoc-crm:P126_employed,cidoc-crm:P107i_is_current_or_former_member_of,cidoc-crm:P138_represents,cidoc-crm:P51_has_former_or_current_owner,cidoc-crm:P67_refers_to,cidoc-crm:P53i_is_former_or_current_location_of,cidoc-crm:P1_is_identified_by,cidoc-crm:P93i_was_taken_out_of_existence_by,cidoc-crm:P149_is_identified_by,cidoc-crm:P167_was_at,cidoc-crm:P29_custody_received_by,cidoc-crm:P19_was_intended_use_of,cidoc-crm:P139_has_alternative_form,cidoc-crm:P22_transferred_title_to,cidoc-crm:P131_is_identified_by,cidoc-crm:P102_has_title,cidoc-crm:P8_took_place_on_or_within,cidoc-crm:P8i_witnessed,cidoc-crm:P27i_was_origin_of,cidoc-crm:P7i_witnessed,cidoc-crm:P2_has_type,cidoc-crm:P50_has_current_keeper,cidoc-crm:P23_transferred_title_from,cidoc-crm:P129_is_about,cidoc-crm:P159_occupied,cidoc-crm:P69_has_association_with,cidoc-crm:P168_place_is_defined_by,cidoc-crm:P3_has_note,cidoc-crm:P82a_begin_of_the_begin,cidoc-crm:P82b_end_of_the_end,cidoc-crm:P167_was_within,cidoc-crm:P175i_starts_after_or_with_the_start_of,cidoc-crm:P184_ends_before_or_with_the_end_of
40426,Place,cidoc-crm:E21_Person,steven.teasdale@alumni.utoronto.ca,true,,,"Cogoleto is currently a comune located in Liguria, approximately 30 km west of the city of Genoa.",,,14efe4b5-878f-4709-99c4-0be87c59b76b,,,,,,,"https://it.wikipedia.org/wiki/Cogoleto Cogoleto (Wikipedia)",,,,,,,,,,,,,,,,"http://www.geonames.org/3178479 Cogoleto",Cogoleto,,,,,,,,,,,,,,,,,,,,,,,"de Cogoleto",,,,26037,,,,,,,,,,,,,,,,
40422,Place,cidoc-crm:E48_Place_Name,steven.teasdale@alumni.utoronto.ca,true,,,,,,19bd8f14-bea4-4407-a892-fcd1f2c89d0c,,,,,,,,,,,,,,,,,,,,,,,,"The sub-district (conestagia) of Soziglia",,,,,,,,,,,,,,,,,,,,,,,,,,,26316,,,,,,,,,,,,,,,,
39703,Place,cidoc-crm:E48_Place_Name,steven.teasdale@alumni.utoronto.ca,true,,,,,,6d9fbd7b-0678-4ddf-a22e-201e856988b6,,,,,,,"https://en.wikipedia.org/wiki/Mytilene Mytilene (Wikipedia)",,,,,,,,,,,,,,,,"http://www.geonames.org/256866 Mytilene",Mytilene,,,,,,,,,,,,,,,,,,,,,,,"Mitilene | Μυτιλήνη",,,,,,,,,,,,,,,,,,,,
39675,Place,cidoc-crm:E48_Place_Name,steven.teasdale@alumni.utoronto.ca,true,,,,,,9c63fbf8-b922-45c9-9013-4c753fba25e5,,,,,,,"https://it.wikipedia.org/wiki/Bergamo Bergamo (Wikipedia)",,,,,,,,,,,,,,,,"http://www.geonames.org/3182164 Bergamo",Bergamo,,,,,,,,,,,,,,,,,,,,,,,"de Bergamo",,,,,,,,,,,,,,,,,,,,
39673,Place,cidoc-crm:E48_Place_Name,steven.teasdale@alumni.utoronto.ca,true,,,,,,d80b4535-dcfb-414c-be92-b2d69da40af1,,,,,,,"https://it.wikipedia.org/wiki/Pontedecimo Pontedecimo (Wikipedia)",,,,,,,,,,,,,,,,"http://www.geonames.org/3170281 Pontedecimo",Pontedecimo,,,,,,,,,,,,,,,,,,,,,,,"de Pontedecimo",,,,,,,,,,,,,,,,,,,,
39655,Place,cidoc-crm:E48_Place_Name,steven.teasdale@alumni.utoronto.ca,true,,,"The conestagia of Orti di Sant'Andrea was one of five officially recognized sub-districts of the compagna of San Lorenzo in fifteenth century Genoa.",,,e75545c5-6844-4281-bee8-55d87217f643,,,,,,,,,,,,,,,,,,,,,,,,"The sub-district (conestagia) of Orti di Sant'Andrea",,,,,,,,,,,,,,,,,,,,,,,,,,,26325,,,,,,,,,,,,,,,,
39625,Place,cidoc-crm:E48_Place_Name,steven.teasdale@alumni.utoronto.ca,true,,,"This neighbourhood was simultaneously known as the contrada of Platea de Marinis",,,c93a6609-7228-4152-b353-54ad68915e1b,,,,,,,,,,,,,,,,,,,,,,,,"The neighbourhood (contrada) of Anchorarum",,,,,,,,,,,,,,,,,,,,,,,"contracta Platee Anchorarum | Ianue in contracta Platea de Marinis | Ianue in contracta nobilium de Marinis",,,,26314,,,,,,,,,,,,,,,,
38613,Place,cidoc-crm:E48_Place_Name,steven.teasdale@alumni.utoronto.ca,true,,,"Diano Marina is a commune located in the province of Imperia in Ligura.  It became part of the republic of Genoa in 1228.",,,49ee1bb8-8b0c-473c-a60a-850f7c74825e,,,,,,,"https://it.wikipedia.org/wiki/Diano_Marina Diano Marina (Wikipedia)",,,,,,,,,,,,,,,,"http://www.geonames.org/3177595 Diano Marina","Diano Marina",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38605,Place,cidoc-crm:E48_Place_Name,steven.teasdale@alumni.utoronto.ca,true,,,"Borlasca is a community in Liguria, a frazione of the commune of Isola del Cantone",,,e6998ed5-f9ea-47e8-885e-db313a900c44,,,,,,,"https://it.wikipedia.org/wiki/Isola_del_Cantone Isola del Cantone (Wikipedia)",,,,,,,,,,,,,,,,"http://www.geonames.org/8962283 Borlasca",Borlasca,,,,,,,,,,,,,,,,,,,,,,,"de Borlascha",,,,,,,,,,,,,,,,,,,,
38561,Place,cidoc-crm:E48_Place_Name,steven.teasdale@alumni.utoronto.ca,true,,,,,,cbdb39f3-f4e7-486d-9859-2b57ea7e87d9,,,,,,,"https://en.wikipedia.org/wiki/Cagliari Cagliari (Wikipedia)",,,,,,,,,,,,,,,,"http://www.geonames.org/2525473 Cagliari",Cagliari,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38553,Place,cidoc-crm:E48_Place_Name,steven.teasdale@alumni.utoronto.ca,true,,,,,,b0169fc7-471f-4736-a71e-afb4301ed16d,,,,,,,,,,,,,,,,,,,,,,,,"The neighbourhood (contrada) of Clavice",,,,,,,,,,,,,,,,,,,,,,,"in contracta Clavice",,,,38552,,,,,,,,,,,,,,,,
38552,Place,cidoc-crm:E48_Place_Name,steven.teasdale@alumni.utoronto.ca,true,,,,,,5adc92a7-a0e7-4085-a08e-ea0b2011cc69,,,,,,,,,,,,,,,,,,,,,,,,"The sub-district (conestagia) of San Donato ",,,,,,,,,,,,,,,,,,,,,,,,,,,37070,,,,,,,,,,,,,,,,
38546,Place,cidoc-crm:E48_Place_Name,steven.teasdale@alumni.utoronto.ca,true,,,"Nervi was a commune approximately 10 km east of the city of Genoa that was under Genoese rule since the twelfth century.",,,5c075656-5503-44e0-9824-8be14d6b47d2,,,,,,,"https://it.wikipedia.org/wiki/Nervi_(Genova) Nervi (Wikipedia)",,,,,,,,,,,,,,,,"http://www.geonames.org/3172300 Nervi",Nervi,,,,,,,,,,,,,,,,,,,,,,,"de Nervio",,,,,,,,,,,,,,,,,,,,
38455,Place,cidoc-crm:E48_Place_Name,steven.teasdale@alumni.utoronto.ca,true,,,,,,e1eb857a-e1fa-4841-bd2c-0b5a2b87945f,,,,,,,,,,,,,,,,,,,,,,,,"The neighbourhood (contrada) of Nigro de Bancis",,,,,,,,,,,,,,,,,,,,,,,"in carrubeo nobilium de Nigro de Bancis | in platea de Nigro | in carrubeo de Nigro de Bancis",,,,26315,,,,,,,,,,,,,,,,
38444,Place,cidoc-crm:E48_Place_Name,steven.teasdale@alumni.utoronto.ca,true,,,,,,9d689fcf-8d2a-4cd8-87f8-0dc5cdc71bd6,,,,,,,"https://en.wikipedia.org/wiki/Madaria Madaria (Wikipedia)",,,,,,,,,,,,,,,,"http://www.geonames.org/8504772 Madaria",Madaria,,,,,,,,,,,,,,,,,,,,,,,"de Madaria",,,,27680,,,,,,,,,,,,,,,,
38424,Place,cidoc-crm:E48_Place_Name,steven.teasdale@alumni.utoronto.ca,true,,,"Antissa is a village on the island of Lesbos.",,,a4bfb04c-3bfa-4327-8535-4397dbad83dd,,,,,,,"https://en.wikipedia.org/wiki/Antissa Antissa (Wikipedia)",,,,,,,,,,,,,,,,"http://www.geonames.org/265063 Antissa",Antissa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38415,Place,cidoc-crm:E48_Place_Name,steven.teasdale@alumni.utoronto.ca,true,,,"La Gomera is one of the Canary Islands.",,,b6dacf09-d810-44d7-b302-d4dde5eefa49,,,,,,,"https://en.wikipedia.org/wiki/La_Gomera La Gomera (Wikipedia)",,,,,,,,,,,,,,,,"http://www.geonames.org/2517187 La Gomera","La Gomera",,,,,,,,,,,,,,,,,,,,,,,"quendam insulam Canarie nominatam Gomeriam",,,,31542,,,,,,,,,,,,,,,,
38406,Place,cidoc-crm:E48_Place_Name,steven.teasdale@alumni.utoronto.ca,true,,,,,,b31c6907-b17f-4a8f-89b2-e3b7077ab6ec,,,,,,,"https://en.wikipedia.org/wiki/Sassari Sassari (Wikipedia)",,,,,,,,,,,,,,,,"http://www.geonames.org/3167096 Sassari",Sassari,,,,,,,,,,,,,,,,,,,,,,,"Sassari is a city in Sardinia.",,,,,,,,,,,,,,,,,,,,
37314,Place,cidoc-crm:E48_Place_Name,steven.teasdale@alumni.utoronto.ca,true,,,"Magnasco is a ""frazione"" of the commune of Rezzoaglio.",,,5634c395-9934-4be9-a977-45a440470494,,,,,,,,,,,,,,,,,,,,,,,"http://www.geonames.org/3174244 Magnasco",Magnasco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37312,Place,cidoc-crm:E48_Place_Name,steven.teasdale@alumni.utoronto.ca,true,,,,,,e31aad72-e453-4f09-9e57-8d4cfa98a002,,,,,,,"https://it.wikipedia.org/wiki/Valle_Stura_di_Demonte Valle Stura (Wikipedia)",,,,,,,,,,,,,,,,,"Valle Stura di Demonte",,,,,,,,,,,,,,,,,,,,,,,"Valle Cuneo",,,,,,,,,,,,,,,,,,,,
37310,Place,cidoc-crm:E48_Place_Name,steven.teasdale@alumni.utoronto.ca,true,,,,,,e9cdde45-e0b8-4e41-88c3-78de23198acb,,,,,,,"https://en.wikipedia.org/wiki/Rome Rome (Wikipedia)",,,,,,,,,,,,,,,,"http://www.geonames.org/3169070 Rome",Rome,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37122,Place,cidoc-crm:E48_Place_Name,steven.teasdale@alumni.utoronto.ca,true,,,"Vigone is a commune in Piemonte.",,,aab3021a-6285-49ad-bbee-cbb394f48800,,,,,,,"https://it.wikipedia.org/wiki/Vigone Vigone (Wikipedia)",,,,,,,,,,,,,,,,"http://www.geonames.org/3164321 Vigone",Vigone,,,,,,,,,,,,,,,,,,,,,,,"de Vigono",,,,,,,,,,,,,,,,,,,,
37119,Place,cidoc-crm:E48_Place_Name,steven.teasdale@alumni.utoronto.ca,true,,,,,,df078853-03f4-4c39-96ed-fc06d36e7426,,,,,,,"https://en.wikipedia.org/wiki/Verona Verona (Wikipedia)",,,,,,,,,,,,,,,,"http://www.geonames.org/3164527 Verona",Verona,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37117,Place,cidoc-crm:E48_Place_Name,steven.teasdale@alumni.utoronto.ca,true,,,"La Spezia is a port city in eastern Liguria.",,,3e58731f-6acf-45b1-9934-b3c9dfe3c16d,,,,,,,"https://it.wikipedia.org/wiki/La_Spezia La Spezia (Wikipedia)",,,,,,,,,,,,,,,,"http://www.geonames.org/3175081 La Spezia","La Spezia",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37115,Place,cidoc-crm:E48_Place_Name,steven.teasdale@alumni.utoronto.ca,true,,,,,,bc9b6d64-6b23-4a1b-835a-08622d740832,,,,,,,"https://fr.wikipedia.org/wiki/Ville-di-Paraso Ville di Paraso (Corsica)",,,,,,,,,,,,,,,,"http://www.geonames.org/2968799 Ville-di-Paraso",Paraso,,,,,,,,,,,,,,,,,,,,,,,"de Loparaso",,,,,,,,,,,,,,,,,,,,
37113,Place,cidoc-crm:E48_Place_Name,steven.teasdale@alumni.utoronto.ca,true,,,"The village of Bargone is a ""frazione"" of the comune of Casarza Ligure.",,,039ed64b-4d15-40c0-a29b-81a4d5457c7e,,,,,,,"https://it.wikipedia.org/wiki/Casarza_Ligure Casarza Ligure (Wikipedia)",,,,,,,,,,,,,,,,"http://www.geonames.org/8050897 Bargone",Bargone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37087,Place,cidoc-crm:E48_Place_Name,steven.teasdale@alumni.utoronto.ca,true,,,,,,6ab28772-6295-41e0-bb4d-7c674352e768,,,,,,,,,,,,,,,,,,,,,,,"http://www.geonames.org/8953403 Viganego",Viganego,,,,,,,,,,,,,,,,,,,,,,,"The village of Viganego is par of the commune of Bargagli.",,,,27542,,,,,,,,,,,,,,,,
37070,Place,cidoc-crm:E48_Place_Name,steven.teasdale@alumni.utoronto.ca,true,,,"The compagna of Piazzalunga was one of eight officially recognized districts within the walls of Genoa during the fifteenth-century.",,,4e37a1ca-61d1-4125-990a-1b2211a57d92,,,,,,,,,,,,,,,,,,,,,,,,"The district (compagna) of Piazzalunga",,,,,,,,,,,,,,,,,,,,,,,"in contracta platee Longe",,,,26037,,,,,,,,,,,,,,,,
37069,Place,cidoc-crm:E48_Place_Name,steven.teasdale@alumni.utoronto.ca,true,,,"The contrada of Ripa Cultelleriorum was located in the conestagia (sub-district) of Ripa.",,,a49c918e-3b95-45ae-a19a-35a0857274d7,,,,,,,,,,,,,,,,,,,,,,,,"The neighbourhood (contrada) of Ripa Cultelleriorum",,,,,,,,,,,,,,,,,,,,,,,"Ripa Culteleriorum",,,,37068,,,,,,,,,,,,,,,,
37068,Place,cidoc-crm:E53_Place,steven.teasdale@alumni.utoronto.ca,true,,,"The conestagia of Ripa was one of four officially recognized sub-districts of the compagna of Piazzalunga in fifteenth century Genoa.",,,bda07d5d-3abc-4129-9d09-2c0a553fefaa,,,,,,,,,,,,,,,,,,,,,,,,"The sub-district (conestagia) of Ripa",,,,,,,,,,,,,,,,,,,,,,,"sub Rippa",,,,37070,,,,,,,,,,,,,,,,
37067,Place,cidoc-crm:E48_Place_Name,steven.teasdale@alumni.utoronto.ca,true,,,,,,cd573fdc-c5f3-4e11-9a17-406a186dce76,,,,,,,,,,,,,,,,,,,,,,,,"The workshop of the cutler Battista de Merate",,,,,,,,,,,,,,,,,,,,,,,"in apotecha cultelarie dicti Baptiste de Merate positam sub Ripa Culteleriorum",,,,37069,,,,,,,,,,,,,,,,
37018,Place,cidoc-crm:E48_Place_Name,steven.teasdale@alumni.utoronto.ca,true,,,,,,2ba07fdf-4434-4e89-b3bb-42f682cdb5be,,,,,,,,,,,,,,,,,,,,,,,,"The neighbourhood (contrada) of Platea de Tarigis",,,,,,,,,,,,,,,,,,,,,,,"in contracta Platee de Tarigis",,,,26317,,,,,,,,,,,,,,,,
37009,Place,cidoc-crm:E48_Place_Name,steven.teasdale@alumni.utoronto.ca,true,,,,,,6ee88c11-fc48-442d-a578-7eb1bfb3952b,,,,,,,,,,,,,,,,,,,,,,,,"The neighbourhood (contrada) of the Cicala albergo",,,,,,,,,,,,,,,,,,,,,,,"in contrada nobilium de Cigalla videlicet in scalis domus dicti quondam Bartolomei [de Flisco]",,,,26324,,,,,,,,,,,,,,,,
31561,Place,cidoc-crm:E48_Place_Name,steven.teasdale@alumni.utoronto.ca,true,,,"Wallachia was a Romanian principality in the Middle Ages.",,,0181dc13-0693-46fc-9050-3c8b9227e657,,,,,,,"https://en.wikipedia.org/wiki/Romania_in_the_Middle_Ages Romania in the Middle Ages (Wikipedia)",,,,,,,,,,,,,,,,,Wallachia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31557,Place,cidoc-crm:E48_Place_Name,steven.teasdale@alumni.utoronto.ca,true,,,"The Emirate of Granada was an Islamic realm in southern Iberia that existed from about 1280 to 1492.",,,9c21672e-ed90-4a02-9581-fed52fba7ed6,,,,,,,"https://en.wikipedia.org/wiki/Emirate_of_Granada Emirate of Granada (Wikipedia)",,,,,,,,,,,,,,,,"http://www.geonames.org/2517117 Granada","Emirate of Granada",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31555,Place,cidoc-crm:E48_Place_Name,steven.teasdale@alumni.utoronto.ca,true,,,"The Maghreb Region is the region roughly corresponding to the western half of North Africa, for the most part under the dominion of various Islamic polities.",,,bd43f25c-1d85-405e-8cd3-ee438c99f647,,,,,,,"https://en.wikipedia.org/wiki/Maghreb Maghreb Region (Wikipedia)",,,,,,,,,,,,,,,,"http://www.geonames.org/2219875 Arab Maghreb","Maghreb Region",,,,,,,,,,,,,,,,,,,,,,,,,,,26203,,,,,,,,,,,,,,,,
31552,Place,cidoc-crm:E48_Place_Name,steven.teasdale@alumni.utoronto.ca,true,,,"The Kingdom of Georgia was a monarchy located in the region of the eastern shore of the Black Sea that existed from 1008 to 1490.",,,ae0730fa-f010-46b4-b941-3d87217205e9,,,,,,,"https://en.wikipedia.org/wiki/Kingdom_of_Georgia Kingdom of Georgia (Wikipedia)",,,,,,,,,,,,,,,,"http://www.geonames.org/614540 Georgia","Kingdom of Georgia",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31549,Place,cidoc-crm:E48_Place_Name,steven.teasdale@alumni.utoronto.ca,true,,,"The Kingdom of Hungary was a monarchy in the north Balkans that existed from 1301 to 1526.",,,4f79a435-c351-4559-99d4-5b1e2948c6ff,,,,,,,"https://en.wikipedia.org/wiki/Kingdom_of_Hungary_(1301%E2%80%931526) Kingdom of Hungary (Wikipedia)",,,,,,,,,,,,,,,,"http://www.geonames.org/719819 Hungary","Kingdom of Hungary",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31545,Place,cidoc-crm:E48_Place_Name,steven.teasdale@alumni.utoronto.ca,true,,,"The Crimean Peninsula is a peninsula on the northern coast of the Black Sea. In the late medieval and early modern era, the region was mainly under the control of the Mongol Empire (1238–1449) and the Crimean Khanate (1449–1783). There were several autonomous Genoese colonies on the peninsula from 1286–1475.",,,4adebe2e-be4a-4d57-84ae-210b4f8a18d0,,,,,,,"https://en.wikipedia.org/wiki/Crimea Crimea (Wikipedia)",,,,,,,,,,,,,,,,"http://www.geonames.org/703884 Crimea","Crimean Peninsula",,,,,,,,,,,,,,,,,,,,,,,"partium Sclavonie | de Sclavonia",,,,,,,,,,,,,,,,,,,,
31542,Place,cidoc-crm:E48_Place_Name,steven.teasdale@alumni.utoronto.ca,true,,,,,,0a178372-ef7d-4b47-b737-1ad8b925aa23,,,,,,,"https://en.wikipedia.org/wiki/Conquest_of_the_Canary_Islands Conquest of the Canary Islands (Wikipedia)",,,,,,,,,,,,,,,,"http://www.geonames.org/2520308 Canary Islands","Canary Islands",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31539,Place,cidoc-crm:E48_Place_Name,steven.teasdale@alumni.utoronto.ca,true,,,"The Second Bulgarian Empire was the region of the Balkans, roughly similar to modern Bulgaria, that was a political entity from 1185 to 1396. It was succeeded by Ottoman Bulgaria, which existed from 1396 to 1878.",,,cf8dc116-efa2-44de-b752-b42f077c9b63,,,,,,,"https://en.wikipedia.org/wiki/Second_Bulgarian_Empire Second Bulgarian Empire",,,,,,,,,,,,,,,,"http://www.geonames.org/732800 Bulgaria","Second Bulgarian Empire",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31537,Place,cidoc-crm:E48_Place_Name,steven.teasdale@alumni.utoronto.ca,true,,,"Ottoman Bulgaria was the region of the Balkans, roughly similary to modern Bulgaria, that was under Ottoman rule between 1396 and 1878. It was preceded by the Second Bulgarian Empire, which existed from 1185–1396.",,,33e56f56-69c7-4512-82d5-a3a3c20d8e3f,,,,,,,"https://en.wikipedia.org/wiki/Ottoman_Bulgaria Ottoman Bulgaria (Wikipedia)",,,,,,,,,,,,,,,,"http://www.geonames.org/732800 Bulgaria","Ottoman Bulgaria",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31534,Place,cidoc-crm:E48_Place_Name,steven.teasdale@alumni.utoronto.ca,true,,,"The Kindgom of Bosnia lasted as a political entity from 1377 to 1463 and evolved out of the Banate of Bosnia (1154–1377).",,,b73d300b-6a71-483a-b493-d3958173f524,,,,,,,"https://en.wikipedia.org/wiki/Kingdom_of_Bosnia Kingdom of Bosnia (Wikipedia)",,,,,,,,,,,,,,,,"http://www.geonames.org/3203633 Bosnia","kingdom of Bosnia",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31406,Place,cidoc-crm:E48_Place_Name,steven.teasdale@alumni.utoronto.ca,true,,,,,,b88c02ae-21ce-4b5e-bb64-11f4b45d896e,,,,,,,"https://it.wikipedia.org/wiki/Calvi_(Francia) Calvi (Wikipedia)",,,,,,,,,,,,,,,,"http://www.geonames.org/3029090 Calvi","Calvi (Corsica)",,,,,,,,,,,,,,,,,,,,,,,"Calvi is a city on the north shore of Corsica. It became part of the Genoese dominion during the fourteenth century.",,,,,,,,,,,,,,,,,,,,
31284,Place,cidoc-crm:E48_Place_Name,steven.teasdale@alumni.utoronto.ca,true,,,,,,5ba0b0e8-e0f1-4398-8eb8-90224e8a6e3e,,,,,,,"https://en.wikipedia.org/wiki/Methoni,_Messenia Methoni (Wikipedia)",,,,,,,,,,,,,,,,"http://www.geonames.org/257122 Methóni","Methoni | Μεθώνη",,,,,,,,,,,,,,,,,,,,,,,"de Modono",,,,,,,,,,,,,,,,,,,,
31270,Place,cidoc-crm:E48_Place_Name,steven.teasdale@alumni.utoronto.ca,true,,,,,,7e30fe91-dbfc-4b7f-bb9b-dfc9e94c5d28,,,,,,,"https://en.wikipedia.org/wiki/Albania_in_the_Middle_Ages Albania (Wikipedia)",,,,,,,,,,,,,,,,"http://www.geonames.org/783754 Albania","principality of Albania",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31265,Place,cidoc-crm:E48_Place_Name,steven.teasdale@alumni.utoronto.ca,true,,,"The region of Abkhazia (the Principality of Abkhazia after 1463) was the region, contemporaneous with modern-day Georgia on the eastern shore of the Black Sea, which was home to the Abkhazan peoples.",,,822b3e2e-fed8-487e-b9f2-b81cd989d04b,,,,,,,"https://en.wikipedia.org/wiki/Abkhazia Abkhazia (Wikipedia)",,,,,,,,,,,,,,,,"http://www.geonames.org/6643410 Abkhazia",Abkhazia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31241,Place,cidoc-crm:E48_Place_Name,steven.teasdale@alumni.utoronto.ca,true,,,,,,f2b36bae-940a-4ca4-b067-1ce18705954c,,,,,,,"https://it.wikipedia.org/wiki/Pignone_(Italia) Pignone (Wikipedia)",,,,,,,,,,,,,,,,"http://www.geonames.org/3170715 Pignone",Pignone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31212,Place,cidoc-crm:E48_Place_Name,steven.teasdale@alumni.utoronto.ca,true,,,,,,ef45f09c-6657-463f-a076-e854cf4837a0,,,,,,,"https://it.wikipedia.org/wiki/Sestri_Ponente Sestri Ponente (Wikipedia)",,,,,,,,,,,,,,,,"http://www.geonames.org/3166594 Sestri Ponente","Sestri Ponente",,,,,,,,,,,,,,,,,,,,,,,"de Sexto",,,,,,,,,,,,,,,,,,,,
31203,Place,cidoc-crm:E48_Place_Name,steven.teasdale@alumni.utoronto.ca,true,,,"Solkhat (Staryi Krym in modern terminology) was the capital of the Crimean Khanate and the principal commercial city connecting the Khanate with Caffa.",,,386bcb5d-699c-48c5-8949-e9a9ae3c59c9,,,,,,,"https://en.wikipedia.org/wiki/Staryi_Krym Staryi Krym (Wikipedia)",,,,,,,,,,,,,,,,"http://www.geonames.org/692713 Staryy Krym",Solkhat,,,,,,,,,,,,,,,,,,,,,,,"Solgat | Solchati | Solghad | Staryi Krym | Qrım | al-Qirim",,,,,,,,,,,,,,,,,,,,
31190,Place,cidoc-crm:E48_Place_Name,steven.teasdale@alumni.utoronto.ca,true,,,,,,434804e2-c7ef-477d-9b8f-93e8269f5595,,,,,,,"https://it.wikipedia.org/wiki/Carmagnola Carmagnola (Wikipedia)",,,,,,,,,,,,,,,,"http://www.geonames.org/3180496 Carmagnola",Carmagnola,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31189,Place,cidoc-crm:E48_Place_Name,steven.teasdale@alumni.utoronto.ca,true,,,,,,3104f95e-a934-4566-86a8-9e39f61b21ab,,,,,,,,,,,,,,,,,,,,,,,,"The sub-district (conestagia) of Domoculta",,,,,,,,,,,,,,,,,,,,,,,,,,,31003,,,,,,,,,,,,,,,,
31183,Place,cidoc-crm:E48_Place_Name,steven.teasdale@alumni.utoronto.ca,true,,,,,,2de5e110-58c1-4613-82a8-fd619d3983e2,,,,,,,"https://it.wikipedia.org/wiki/Andora Andora (Wikipedia)",,,,,,,,,,,,,,,,"http://www.geonames.org/6542498 Andora",Andora,,,,,,,,,,,,,,,,,,,,,,,"de Andoria",,,,,,,,,,,,,,,,,,,,
31181,Place,cidoc-crm:E48_Place_Name,steven.teasdale@alumni.utoronto.ca,true,,,,,,6e611b67-1b7b-45c2-ab01-fbb6987b6728,,,,,,,"https://it.wikipedia.org/wiki/Ceriale Ceriale (Wikipedia)",,,,,,,,,,,,,,,,"http://www.geonames.org/3179079 Ceriale",Ceriale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31177,Place,cidoc-crm:E48_Place_Name,steven.teasdale@alumni.utoronto.ca,true,,,,,,1fd47b0c-ee4a-4e8b-9d35-3d107ce95a9f,,,,,,,"https://it.wikipedia.org/wiki/Ondarroa Ondarroa (Wikipedia)",,,,,,,,,,,,,,,,"http://www.geonames.org/3115056 Ondarroa",Ondarroa,,,,,,,,,,,,,,,,,,,,,,,"de Undaroa",,,,,,,,,,,,,,,,,,,,
31175,Place,cidoc-crm:E48_Place_Name,steven.teasdale@alumni.utoronto.ca,true,,,,,,9e736a5f-ea6b-40b8-8ae4-4520e8200fc6,,,,,,,"https://en.wikipedia.org/wiki/Guernica Guernica (Wikipedia)",,,,,,,,,,,,,,,,"http://www.geonames.org/3120989 Gernika-Lumo",Guernica,,,,,,,,,,,,,,,,,,,,,,,"de Granicha",,,,,,,,,,,,,,,,,,,,
