o:id,url,o:resource_template,o:resource_class,o:owner,o:is_public,o:item_set/o:id,o:item_set/dcterms:title,o:media/o:id,o:media/file,dcterms:title,dcterms:creator,dcterms:description,dcterms:publisher,dcterms:date,dcterms:type,dcterms:identifier,dcterms:language,dcterms:rights,dcterms:alternative,dcterms:isReplacedBy,dcterms:replaces,dcterms:isPartOf,dcterms:isReferencedBy,dcterms:rightsHolder,bibo:cites,bibo:editor,bibo:edition,bibo:identifier,bibo:isbn,bibo:issn,bibo:pageEnd,bibo:pageStart,bibo:shortDescription,bibo:shortTitle,bibo:volume,scripto:transcription,cidoc-crm:P7_took_place_at,cidoc-crm:P53_has_former_or_current_location,cidoc-crm:P48_has_preferred_identifier,cidoc-crm:P107_has_current_or_former_member,cidoc-crm:P14_carried_out_by,cidoc-crm:P12_occurred_in_the_presence_of,cidoc-crm:P104i_applies_to,cidoc-crm:P30_transferred_custody_of,cidoc-crm:P11_had_participant,cidoc-crm:P138_represents,cidoc-crm:P51_has_former_or_current_owner,cidoc-crm:P67_refers_to,cidoc-crm:P1_is_identified_by,cidoc-crm:P167_was_at,cidoc-crm:P29_custody_received_by,cidoc-crm:P19_was_intended_use_of,cidoc-crm:P139_has_alternative_form,cidoc-crm:P22_transferred_title_to,cidoc-crm:P92i_was_brought_into_existence_by,cidoc-crm:P131_is_identified_by,cidoc-crm:P102_has_title,cidoc-crm:P8_took_place_on_or_within,cidoc-crm:P8i_witnessed,cidoc-crm:P7i_witnessed,cidoc-crm:P2_has_type,cidoc-crm:P50_has_current_keeper,cidoc-crm:P23_transferred_title_from,cidoc-crm:P129_is_about,cidoc-crm:P159_occupied,cidoc-crm:P69_has_association_with,cidoc-crm:P168_place_is_defined_by,cidoc-crm:P3_has_note,cidoc-crm:P167_was_within,cidoc-crm:P175i_starts_after_or_with_the_start_of,cidoc-crm:P184_ends_before_or_with_the_end_of,skos:inScheme,skos:hasTopConcept,skos:topConceptOf,skos:prefLabel,skos:altLabel,skos:hiddenLabel,skos:notation,skos:note,skos:definition,skos:scopeNote,skos:semanticRelation,skos:broader,skos:narrower,skos:related,skos:exactMatch,skos:closeMatch,fabio:hasPageCount,fabio:hasPlaceOfPublication,fabio:hasPublicationYear,fabio:hasSequenceIdentifier,schema:endDate,schema:gender,schema:mentions,schema:loanTerm,schema:hasOccupation,schema:startDate,schema:dateCreated,schema:sponsor,schema:numberOfItems,schema:nationality,schema:leaseLength,schema:spouse,schema:additionalName,schema:alternateName,schema:agent,schema:children,cidoc:P1_is_identified_by,cidoc:P2_has_type,cidoc:P3_has_note,cidoc:P7_took_place_at,cidoc:P11_had_participant,cidoc:P12_occurred_in_the_presence_of,cidoc:P22_transferred_title_to,cidoc:P23_transferred_title_from,cidoc:P24_transferred_title_of,cidoc:P29_custody_received_by,cidoc:P30_transferred_custody_of,cidoc:P44_has_condition,cidoc:P48_has_preferred_identifier,cidoc:P49_has_former_or_current_keeper,cidoc:P51_has_former_or_current_owner,cidoc:P53_has_former_or_current_location,cidoc:P67_refers_to,cidoc:P72_has_language,cidoc:P92i_was_brought_into_existence_by,cidoc:P102_has_title,cidoc:P105_right_held_by,cidoc:P106i_forms_part_of,cidoc:P140i_was_attributed_by,cidoc:P152_has_parent,cidoc:P190_has_symbolic_content
40433,http://www.genoesemerchantnetworks.com/s/main/item/40433,Occupation,cidoc-crm:E2_Temporal_Entity,steven.teasdale@alumni.utoronto.ca,true,,,,,cardinalis,,"A person named as a ""cardinalis"" is someone who was appointed and works as a cardinal in the Roman Catholic Church.",,,,d2604301-9fcb-4c25-9757-f994e2d3787a,,,"presbyter primus",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40434,http://www.genoesemerchantnetworks.com/s/main/item/40434,Occupation,cidoc-crm:E2_Temporal_Entity,steven.teasdale@alumni.utoronto.ca,true,,,,,dux,,"A person named as a ""dux"" is someone who serves as a doge or duke of a political territory, for example, the doge of Genoa.",,,,f8f573d4-d138-4cb2-a21f-6763e55fac7a,,,doge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40486,http://www.genoesemerchantnetworks.com/s/main/item/40486,Occupation,cidoc-crm:E2_Temporal_Entity,steven.teasdale@alumni.utoronto.ca,true,,,,,thesaurarius,,"A person named as a ""thesaurarius"" is someone who works as a treasurer, particularly for ecclesiastical institutions like churches or monasteries. The noun takes both masculine and feminine forms.",,,,a48d4d98-9e26-45f3-af3c-06e7c8a7b264,,,"thegaureria | thegaurerius | thesauraria",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40851,http://www.genoesemerchantnetworks.com/s/main/item/40851,Occupation,cidoc-crm:E2_Temporal_Entity,steven.teasdale@alumni.utoronto.ca,true,,,,,selarius,,"A person named as a ""selarius"" is someone who works a saddler or saddle maker.",,,,bd96d199-76e6-4730-9859-26182d32218c,,,sellarius,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40907,http://www.genoesemerchantnetworks.com/s/main/item/40907,Occupation,cidoc-crm:E2_Temporal_Entity,steven.teasdale@alumni.utoronto.ca,true,,,,,prepositus,,"A person named as a  ""prepositus"" is someone who works as a provost of an ecclesiastical institution.",,,,0876d350-7360-4f6b-871e-95468cc00aef,,,preposito,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40951,http://www.genoesemerchantnetworks.com/s/main/item/40951,Occupation,cidoc-crm:E2_Temporal_Entity,steven.teasdale@alumni.utoronto.ca,true,,,,,panesarius,,"A person named as a ""panesarius"" is someone who works as a baker, particuarly a baker of bread.",,,,e2e827bf-d2cc-41a6-931c-d676b8f0edfd,,,panezarius,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41002,http://www.genoesemerchantnetworks.com/s/main/item/41002,Occupation,cidoc-crm:E2_Temporal_Entity,steven.teasdale@alumni.utoronto.ca,true,,,,,ferrarius,,"A person named as a ""ferrarius"" is someone who works as a ironsmith.",,,,6ec67f06-5cc8-42fb-be50-7dfa9f019e9c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41533,http://www.genoesemerchantnetworks.com/s/main/item/41533,Occupation,cidoc-crm:E2_Temporal_Entity,steven.teasdale@alumni.utoronto.ca,true,,,,,pictor,,"A person named as a ""pictor"" is someone who works as a painter.",,,,14c594be-4240-4c93-a67e-0499c8c25a7d,,,pictore,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41666,http://www.genoesemerchantnetworks.com/s/main/item/41666,Occupation,cidoc-crm:E2_Temporal_Entity,steven.teasdale@alumni.utoronto.ca,true,,,,,candelerius,,"A person named as a ""candelarius"" is someone who works as a candlemaker or chandler.",,,,364ab73f-f00e-4a3e-b1d4-49b0a1d80233,,,"cendaero | cendaerio",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"http://vocab.getty.edu/aat/300386341 chandlers",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41917,http://www.genoesemerchantnetworks.com/s/main/item/41917,Occupation,cidoc-crm:E2_Temporal_Entity,steven.teasdale@alumni.utoronto.ca,true,,,,,lanternarius,,"A person named as a ""lanternarius"" is someone who manufactures and sells lanterns.",,,,a62ca31c-b3b4-46f4-9876-373fd20e876f,,,lanternaro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41940,http://www.genoesemerchantnetworks.com/s/main/item/41940,Occupation,cidoc-crm:E2_Temporal_Entity,steven.teasdale@alumni.utoronto.ca,true,,,,,cavallarius,,"A person named as a ""cavallarius"" is someone who served as a knight or a mounted soldier.",,,,89998fca-49ed-498d-acab-a43004840538,,,"caballarius | chavalerius",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42112,http://www.genoesemerchantnetworks.com/s/main/item/42112,Occupation,cidoc-crm:E2_Temporal_Entity,steven.teasdale@alumni.utoronto.ca,true,,,,,"sonator arpe",,"A person named as a ""sonator arpe"" is someone who works as a harpist or a harp player.",,,,ac7f73f3-b8b1-488d-8569-fd3c1e4c8c8a,,,"suonatore d'arpa",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42685,http://www.genoesemerchantnetworks.com/s/main/item/42685,Occupation,cidoc-crm:E2_Temporal_Entity,steven.teasdale@alumni.utoronto.ca,true,,,,,carzatorius,,"A person named as a ""carzatorius"" or ""carzator"" is someone who works as a carder or wool-comber.",,,,cf76a66e-5d1e-4b39-87a7-6dab58a9edc5,,,"carzatore | carzator | cardatore",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42746,http://www.genoesemerchantnetworks.com/s/main/item/42746,Occupation,cidoc-crm:E2_Temporal_Entity,steven.teasdale@alumni.utoronto.ca,true,,,,,conflator,,"A person named as a ""conflator"" is someone who works with molten metals, often called a founder or caster.",,,,abff0418-2c27-4082-a199-f116978e518c,,,affinatore,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43152,http://www.genoesemerchantnetworks.com/s/main/item/43152,Occupation,cidoc-crm:E2_Temporal_Entity,steven.teasdale@alumni.utoronto.ca,true,,,,,fravegus,,"A person named as a ""fravegus"" is someone who works as a goldsmith.",,,,f1a0f722-318c-4135-9206-38d2d15c9f87,,,fravego,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43359,http://www.genoesemerchantnetworks.com/s/main/item/43359,Occupation,cidoc-crm:E2_Temporal_Entity,steven.teasdale@alumni.utoronto.ca,true,,,,,"filator canapi",,"A person named as a ""filator canapi"" is someone who works as a hemp spinner, generally spinning hemp thread for use in the manufacture of ropes and fishing nets.",,,,141b52de-3f00-4179-b3cb-3e3b9881b6a4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43424,http://www.genoesemerchantnetworks.com/s/main/item/43424,Occupation,cidoc-crm:E2_Temporal_Entity,steven.teasdale@alumni.utoronto.ca,true,,,,,"magister coralorum",,"A person named as a ""magister coralorum"" is someone who works as a master of coral, that is, someone who produces items from coral (different from a coralerius, a coral fisher).",,,,c96df6a8-5d15-4787-b756-bae2f31d247e,,,"magistro coralorum | magister corallorum | magister artis corallorum",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43475,http://www.genoesemerchantnetworks.com/s/main/item/43475,Occupation,cidoc-crm:E2_Temporal_Entity,steven.teasdale@alumni.utoronto.ca,true,,,,,caldelarius,,"A person named as a ""caldelarius"" is someone who works as a cauldron-maker, or a maker of metal pots and kettles from copper, generally a specialized metal worker.",,,,c329cb22-81e2-4a4e-8a7b-cbb0a1d2991d,,,"caldalarius | calderarius | calderaio | clapucius | claputius",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43487,http://www.genoesemerchantnetworks.com/s/main/item/43487,Occupation,cidoc-crm:E2_Temporal_Entity,steven.teasdale@alumni.utoronto.ca,true,,,,,molinarius,,"A person named as a ""molinarius"" is someone who works as a miller.",,,,bab809b1-3d4a-49de-810e-c94759e7b49b,,,monerius,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"http://vocab.getty.edu/aat/300025273 millers (people)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43518,http://www.genoesemerchantnetworks.com/s/main/item/43518,Occupation,cidoc-crm:E2_Temporal_Entity,steven.teasdale@alumni.utoronto.ca,true,,,,,"scriba galeate",,"A person named as a ""scriba galeate"" is someone who works as a galley scribe.",,,,cbd4d4be-a5d2-41e0-a7b9-f21967b58b4e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43874,http://www.genoesemerchantnetworks.com/s/main/item/43874,Occupation,cidoc-crm:E2_Temporal_Entity,steven.teasdale@alumni.utoronto.ca,true,,,,,clavonerius,,"A person named as a ""clavonerius"" is someone who works as a locksmith.",,,,6b1ab29a-8699-45f2-be8a-6922bc00f8a5,,,"clavonarius | chiavonero",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"http://vocab.getty.edu/aat/300025336 locksmiths",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44106,http://www.genoesemerchantnetworks.com/s/main/item/44106,Occupation,cidoc-crm:E2_Temporal_Entity,steven.teasdale@alumni.utoronto.ca,true,,,,,rabbi,,"A Jewish religious authority who works as a rabbi.",,,,465efee5-c1bd-47e2-beb0-975c090ba862,,,rabi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"http://vocab.getty.edu/aat/300025776 rabbis",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44861,http://www.genoesemerchantnetworks.com/s/main/item/44861,Occupation,cidoc-crm:E2_Temporal_Entity,steven.teasdale@alumni.utoronto.ca,true,,,,,rabarolius,,"A person described as a rabarolius is grain warehouser or a grain merchant, or a general reseller of foodstuffs.",,,,a44eb61f-cb14-4380-beff-47f4eedf381c,,,"rebayrolio | rabarolius | rabayrolus | rabbarolius",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44950,http://www.genoesemerchantnetworks.com/s/main/item/44950,Occupation,cidoc-crm:E2_Temporal_Entity,steven.teasdale@alumni.utoronto.ca,true,,,,,cintracus,,"A person named as a cintracus is someone who works as a municpal official, in Genoa this often referred to a crier, an official who makes public pronouncements.",,,,c0a2dd7f-0f14-43e2-8a76-5b01358e2707,,,cintratus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45082,http://www.genoesemerchantnetworks.com/s/main/item/45082,Occupation,cidoc-crm:E2_Temporal_Entity,steven.teasdale@alumni.utoronto.ca,true,,,,,"scriptor abrorum",,"A person named as a scriptor abrorum is someone who works as a courier (in a managerial sense).",,,,d6481d13-b3df-4ec4-b446-633395881d04,,,"scriptore abrorum",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45449,http://www.genoesemerchantnetworks.com/s/main/item/45449,Occupation,cidoc-crm:E2_Temporal_Entity,steven.teasdale@alumni.utoronto.ca,true,,,,,"tinctor endeghi",,"A person named as a ""tinctor endeghi"" is someone who works as a dyer with indigo dye, made from the woad plant in the Genoese Mediterranean.",,,,5e7ef54c-1ff7-41a9-b222-d84db39271ad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45505,http://www.genoesemerchantnetworks.com/s/main/item/45505,Occupation,cidoc-crm:E2_Temporal_Entity,steven.teasdale@alumni.utoronto.ca,true,,,,,"magister ascie",,"This occupational attribute describes a person who works as a shipwright,",,,,a388e1b9-b709-4c2d-a1e9-737cd0723798,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"http://vocab.getty.edu/aat/300025424 shipbuilders",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45590,http://www.genoesemerchantnetworks.com/s/main/item/45590,Occupation,cidoc-crm:E2_Temporal_Entity,steven.teasdale@alumni.utoronto.ca,true,,,,,"legator ballarum",,"A person named as a ""legator ballarum"" is a master packer, a person who roped bales and was a fee-taker (most likely in a port).",,,,cbf8e3ac-02b1-4bdf-bcee-a1d6e55ea3e1,,,"ligatore de balle | ligattor[e] ballarum | ligatori balarum",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"See entry in Roover (1934).",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45661,http://www.genoesemerchantnetworks.com/s/main/item/45661,Occupation,cidoc-crm:E2_Temporal_Entity,steven.teasdale@alumni.utoronto.ca,true,,,,,"magister arismetrice",,"A person named as a magister arismetrice is someone who works as a teacher of arithmetic.",,,,62ee072f-6031-4fd1-a1dc-a7b9b40c8b1b,,,"magister arismetrice",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
